,train_loss,train_acc,val_loss,val_acc
0,3.8505183962202563,0.19201030927835053,3.5324068143963814,0.248046875
1,2.028201962254711,0.5402384099272108,1.994477091357112,0.5100260376930237
2,1.1421769869696234,0.7209084894239288,1.1957711018621922,0.713085949420929
3,0.749214412625303,0.821101788393001,0.8992893258109689,0.7959635257720947
4,0.5235986580553743,0.8695554438325548,0.6928802169859409,0.8319010734558105
5,0.3902794346981442,0.9065721649484536,0.6097563542425632,0.84375
6,0.30734965696777267,0.9270618871315238,0.5294093573465943,0.867382824420929
7,0.25283370604834604,0.9335696033595764,0.49643417820334435,0.8742838501930237
8,0.20316655280971035,0.9502577634201836,0.5107230977155268,0.8723958134651184
9,0.15999475928004256,0.9599227118737919,0.41713283117860556,0.8860676884651184
10,0.13181293175853404,0.9696198296301144,0.4247633134946227,0.8833984136581421
11,0.10975874468837817,0.9785760309278351,0.3876742231659591,0.8930989503860474
12,0.09234879350232095,0.9840528350515464,0.3845274425111711,0.9009114503860474
13,0.07781140752059897,0.9842139175257731,0.3834663853049278,0.907031238079071
14,0.06469497213274547,0.9896907216494846,0.35686942166648805,0.9048827886581421
15,0.0606218319501459,0.9901739690721649,0.36752054607495666,0.9040364623069763
16,0.05695265557463329,0.988595392286163,0.3587151621468365,0.8970052003860474
17,0.053217747315918044,0.9873067324923486,0.37293197866529226,0.9039713740348816
18,0.054140931168167865,0.9906894644511115,0.3652310213074088,0.8940755128860474
19,0.04322154067226292,0.9927512886597938,0.3483665008097887,0.9120442867279053
20,0.039488128069596194,0.9935567010309279,0.3381799563067034,0.9078776240348816
21,0.05968356845881214,0.9902706342874114,0.35496047185733914,0.9041666984558105
22,0.05979134414114596,0.983183005421432,0.3467870263848454,0.8999348878860474
23,0.04927888262978534,0.9889175572346166,0.3453456503339112,0.908007800579071
24,0.041265170670776945,0.9918492110734133,0.37357296817936003,0.9061849117279053
25,0.04595107166576631,0.9897229696057507,0.33738473523408175,0.9098958373069763
26,0.030423257451926925,0.9937500314614207,0.3458317946642637,0.9051432609558105
27,0.027063464145800194,0.9926224541418331,0.36161023657768965,0.9090495109558105
28,0.033064873192997016,0.9932345360824743,0.3417345613706857,0.9129557609558105
29,0.020827213602294167,0.9967783505154639,0.3499312645290047,0.9091145992279053
