,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
0,0.26200935579076107,0.9181122293277663,0.4622238203883171,0.8625566959381104,0.5147362612187862,0.8586504459381104
1,0.3049557291123332,0.9077168678750798,0.47773781791329384,0.8684476017951965,0.5270970053970814,0.8605090379714966
2,0.2663448998818592,0.9193877395318479,0.46293604746460915,0.8695186376571655,0.511724665760994,0.8664944767951965
3,0.24989767281376585,0.9192920606963488,0.457103006541729,0.8645728230476379,0.5007628463208675,0.8624621629714966
4,0.26776481708701777,0.9160076842016104,0.4146855063736439,0.8832850456237793,0.5005056988447905,0.855689287185669
5,0.23799932063842305,0.923373708919603,0.416769590228796,0.8773626685142517,0.47315223328769207,0.8674710392951965
6,0.23439173385196801,0.9297512599400112,0.442691121250391,0.8704637289047241,0.4959244541823864,0.8732988834381104
7,0.21306733346107054,0.9355867346938775,0.4369578715413809,0.8763545751571655,0.5081011820584536,0.8684476017951965
8,0.25381397775241304,0.9253507341657367,0.41026755422353745,0.8801978230476379,0.4775105696171522,0.8704321980476379
9,0.2618528317127909,0.9210458872269611,0.4161826614290476,0.8772681355476379,0.4824555553495884,0.8645098209381104
10,0.27479085599889563,0.9263073668187979,0.42416849359869957,0.8822454810142517,0.503922725096345,0.8645098209381104
11,0.24144933882112407,0.9294961423290019,0.4287391770631075,0.8832535147666931,0.4961299356073141,0.8625566959381104
12,0.212938448756325,0.9350127395318479,0.41784695349633694,0.8871597647666931,0.4969304967671633,0.861548662185669
13,0.2495429809300267,0.9368303260024713,0.38945101387798786,0.8910975456237793,0.4576555918902159,0.8733618855476379
14,0.17988119076709358,0.9442601885114398,0.39846838265657425,0.8862147331237793,0.4488741848617792,0.8782446980476379
15,0.22865888172266435,0.9306760515485492,0.38541026040911674,0.8841986060142517,0.45870528742671013,0.8713772892951965
16,0.19348997060133485,0.9448979436134806,0.39767435006797314,0.8840726017951965,0.4618430361151695,0.8762915730476379
17,0.20519329044891862,0.9379463974310427,0.378511443734169,0.8851751685142517,0.4438229463994503,0.8732988834381104
18,0.18622160094733142,0.9438775510204082,0.3780041988939047,0.8920425772666931,0.44258952140808105,0.8811743855476379
19,0.18111388704606465,0.9469706476951132,0.3634062595665455,0.8930191397666931,0.4481570553034544,0.8802293539047241
20,0.1535512627083428,0.9526466836734694,0.3824859540909529,0.8842300772666931,0.45746474526822567,0.8792842626571655
21,0.18593214672743058,0.9424106831453285,0.3648308217525482,0.8979334831237793,0.4574292544275522,0.8723538517951965
22,0.16744007915258408,0.9504783007563377,0.3674089889973402,0.8939957022666931,0.4622324947267771,0.8772996664047241
23,0.1392378126632194,0.9590242346938775,0.36858606711030006,0.8881678581237793,0.4512487258762121,0.8753150105476379
24,0.16392894484558884,0.9519770096759407,0.3544633015990257,0.9028792977333069,0.42608932964503765,0.8900579810142517
25,0.14909546936348994,0.9542410714285714,0.3745669536292553,0.8941217064857483,0.43054197542369366,0.8773941397666931
26,0.1735691758138793,0.9432717148138552,0.3747905371710658,0.8899634480476379,0.4311135523021221,0.8743699789047241
27,0.18988229562433398,0.9376913576709981,0.3561270385980606,0.8998236060142517,0.42173178121447563,0.8792527914047241
28,0.21714858817202704,0.9411990107322226,0.37887892685830593,0.8861202001571655,0.44303357414901257,0.8772051334381104
29,0.19230414622900438,0.9389030300841039,0.38668383099138737,0.8969883918762207,0.4334818944334984,0.8753150105476379
30,0.167976225517234,0.945918336206553,0.374583812430501,0.9028162956237793,0.4067989271134138,0.8842300772666931
31,0.20299688696253057,0.9411990107322226,0.3738443795591593,0.8941532373428345,0.4283835981041193,0.8861202001571655
32,0.18534853910000956,0.940625015570193,0.3668795023113489,0.9030053019523621,0.4237993899732828,0.8783077001571655
33,0.14399097130006674,0.9555803415726642,0.3658608216792345,0.9009576439857483,0.44350856356322765,0.8783077001571655
34,0.15807917896582155,0.9492027905522561,0.3457102421671152,0.9009261727333069,0.4259893596172333,0.8841670751571655
35,0.1625957869145335,0.9495216681032764,0.3585426062345505,0.8980279564857483,0.41143740713596344,0.8783077001571655
36,0.18028683473869245,0.9462372137575733,0.3804788328707218,0.8882308602333069,0.4261377267539501,0.8861517310142517
37,0.2099550090426085,0.935204097202846,0.35397991724312305,0.8930821418762207,0.4248567018657923,0.8792212605476379
38,0.18404381159616975,0.9495854280432876,0.3401785381138325,0.8940587043762207,0.4180718269199133,0.8831590414047241
39,0.14616851934364863,0.9527104436134806,0.34683521650731564,0.8930506706237793,0.41962552070617676,0.8910030126571655
40,0.19072440707561922,0.9490115107322226,0.3380163926631212,0.9048324227333069,0.4089700486510992,0.8880418539047241
41,0.1810874491930008,0.9543685913085938,0.32992020808160305,0.9029422998428345,0.40874046832323074,0.8910345435142517
42,0.1578513399070623,0.9479910402881856,0.3523912914097309,0.8969253897666931,0.40152958407998085,0.8988785147666931
43,0.20274298060305265,0.937404321164501,0.3719004224985838,0.877173662185669,0.42428745329380035,0.8852066397666931
44,0.18554281929925998,0.94441962728695,0.3676958195865154,0.8901209831237793,0.4337361417710781,0.8793157935142517
45,0.16474581950781297,0.9498405456542969,0.3591133579611778,0.8851121664047241,0.4354826267808676,0.8753780126571655
46,0.16866226159796424,0.9493622293277663,0.3627948574721813,0.8910660147666931,0.4207282457500696,0.8822769522666931
47,0.16411831982585848,0.9443877862424267,0.3584500551223755,0.8959488272666931,0.43889936804771423,0.8802923560142517
48,0.15693930156376898,0.950701499471859,0.36056004650890827,0.8950037956237793,0.42095668613910675,0.8792527914047241
49,0.15140565743251722,0.9528698823889907,0.3594040162861347,0.8930506706237793,0.41693435423076153,0.8852381706237793
50,0.1577265309740086,0.956218096674705,0.3670218326151371,0.8939327001571655,0.443831704556942,0.8792527914047241
51,0.2178281596576681,0.9463966525330836,0.3671551588922739,0.8909715414047241,0.433751605451107,0.8881048560142517
52,0.1725933963851053,0.9477040816326531,0.3809610363095999,0.8959488272666931,0.480111351236701,0.8635962605476379
53,0.15183299544210338,0.9528698823889907,0.3445240240544081,0.8949722647666931,0.41786978021264076,0.8929561376571655
54,0.14752578644119962,0.9579719232053173,0.3529655449092388,0.8969253897666931,0.4384432155638933,0.8861517310142517
55,0.21027894880698653,0.9459821739975287,0.33018939569592476,0.9027217626571655,0.4191050622612238,0.8881048560142517
56,0.15499199060152988,0.9461416127730389,0.34306564554572105,0.9029107689857483,0.42820226959884167,0.8920425772666931
57,0.12262763812833903,0.9619578925930724,0.3484423439949751,0.9048008918762207,0.4333878681063652,0.8860887289047241
58,0.13053998548765572,0.9592474334093989,0.3451819308102131,0.8998866081237793,0.4431307092308998,0.8871282935142517
59,0.16447873041033745,0.9502231831453285,0.364084554836154,0.8989100456237793,0.4344441033899784,0.8841670751571655
60,0.15489207588288248,0.9525510048379704,0.3644357994198799,0.8978704810142517,0.4078645072877407,0.8881363272666931
61,0.18994966073303807,0.9500637443698182,0.3693920820951462,0.9037298560142517,0.4504304947331548,0.8831275105476379
62,0.23590616577742052,0.9435905923648756,0.3536091838032007,0.8959488272666931,0.4488503560423851,0.8802293539047241
63,0.1842044751558985,0.9446428260024713,0.3681413196027279,0.8872227668762207,0.42315033823251724,0.8822139501571655
64,0.1430838179527497,0.9571109693877551,0.3543707821518183,0.8979334831237793,0.42557167261838913,0.8812373876571655
65,0.128499408081478,0.9568558517767458,0.3523075170814991,0.9007686376571655,0.42943133786320686,0.8822454810142517
66,0.12320259646797667,0.9631696428571429,0.3465608134865761,0.9018082022666931,0.4114550305530429,0.8871597647666931
67,0.1683089145440228,0.9554846627371651,0.34710691310465336,0.9037613272666931,0.4276625718921423,0.8831905126571655
68,0.226859162352523,0.9345663421008051,0.384964682161808,0.8930191397666931,0.4745514262467623,0.8645728230476379
69,0.19100121811640505,0.9420280456542969,0.38000522553920746,0.8901524543762207,0.4546229410916567,0.8763231039047241
70,0.19012874083555475,0.9394451842016104,0.35837891325354576,0.8929561376571655,0.3993982523679733,0.8860887289047241
71,0.17255137070101134,0.9440050709004305,0.38116922602057457,0.8930191397666931,0.44560863077640533,0.8783077001571655
72,0.16911345955972767,0.9500637443698182,0.3757713995873928,0.8960433602333069,0.44465724006295204,0.8744329810142517
73,0.18233898274448454,0.9480548780791613,0.3711313121020794,0.8959803581237793,0.4316429328173399,0.8753780126571655
74,0.13373788932756503,0.9571747293277663,0.3657391853630543,0.9028477668762207,0.40184494853019714,0.8910030126571655
75,0.15074777770407347,0.9561543367346939,0.37009456753730774,0.8970513939857483,0.4426767583936453,0.8784652352333069
76,0.17139396405949883,0.9495216681032764,0.3756292201578617,0.8969569206237793,0.40873992443084717,0.8930821418762207
77,0.1438369889344488,0.9580676020408163,0.3653219025582075,0.8910345435142517,0.41173957847058773,0.8822139501571655
78,0.18092110540185655,0.9441326686314174,0.36767197400331497,0.8901524543762207,0.4218233525753021,0.8841986060142517
79,0.14244775998653197,0.9543048313685826,0.3737180680036545,0.8950037956237793,0.42388447746634483,0.8891444206237793
80,0.12442443649075469,0.9636479591836735,0.3453922774642706,0.8968623876571655,0.4151241146028042,0.8880733251571655
81,0.1300512616123472,0.9581951219208387,0.3386494554579258,0.9058089852333069,0.3929357621818781,0.8880733251571655
82,0.12392851375803655,0.9617346938775511,0.3544548749923706,0.8950352668762207,0.42021316662430763,0.8890498876571655
83,0.1404524234940811,0.9569515306122449,0.3589613698422909,0.8959488272666931,0.4561954941600561,0.8792212605476379
84,0.13531792141040977,0.9590879946338887,0.35759054869413376,0.9029107689857483,0.424931432120502,0.8792842626571655
85,0.13037244093661404,0.9613201374910316,0.34593383222818375,0.8980279564857483,0.44672887958586216,0.8821824789047241
86,0.1636704090906649,0.9625956476951132,0.3506606835871935,0.9049898982048035,0.44617027044296265,0.8802923560142517
87,0.16750703828067195,0.9567601729412468,0.33495495095849037,0.9038558602333069,0.4176553189754486,0.8871597647666931
88,0.14628940394946507,0.9604272647779815,0.3555276896804571,0.9058719873428345,0.4329758994281292,0.8773311376571655
89,0.13569615423983458,0.9637117191236846,0.36046288907527924,0.9029422998428345,0.43302277848124504,0.8763231039047241
90,0.10548444001042113,0.9679528061224489,0.31261030212044716,0.9108492732048035,0.38666494376957417,0.8929561376571655
91,0.20326116931985835,0.9499681433852838,0.3590946141630411,0.9009261727333069,0.43899058923125267,0.8802608251571655
92,0.2507407820346404,0.9347576219208387,0.43121701292693615,0.8902469873428345,0.5155818834900856,0.8617061376571655
93,0.20409328581727282,0.9417729280432876,0.39983049780130386,0.8961378335952759,0.459755489602685,0.8704952001571655
94,0.1832358200027018,0.9436224334093989,0.40180008113384247,0.8912865519523621,0.4716656357049942,0.8695501685142517
95,0.17821206433736547,0.9467155300841039,0.35911536030471325,0.8932396769523621,0.4461718089878559,0.8841986060142517
